Date,Open,High,Low,Close,Volume,Market Cap
2017/12/6,"11,923.40","14,369.10","11,923.40","14,291.50","12,656,300,000.00","199,390,000,000.00"
2017/12/5,"11,685.70","12,032.00","11,604.60","11,916.70","6,895,260,000.00","195,389,000,000.00"
2017/12/4,"11,315.40","11,657.20","11,081.80","11,657.20","6,132,410,000.00","189,172,000,000.00"
2017/12/3,"11,082.70","11,858.70","10,862.00","11,323.20","6,608,310,000.00","185,258,000,000.00"
2017/12/2,"10,978.30","11,320.20","10,905.10","11,074.60","5,138,500,000.00","183,490,000,000.00"
2017/12/1,"10,198.60","11,046.70","9,694.65","10,975.60","6,783,120,000.00","170,436,000,000.00"
2017/11/30,"9,906.79","10,801.00","9,202.05","10,233.60","8,310,690,000.00","165,537,000,000.00"
2017/11/29,"10,077.40","11,517.40","9,601.03","9,888.61","11,568,800,000.00","168,367,000,000.00"
2017/11/28,"9,823.43","10,125.70","9,736.30","10,058.80","6,348,820,000.00","164,104,000,000.00"
2017/11/27,"9,352.72","9,818.35","9,352.72","9,818.35","5,653,320,000.00","156,221,000,000.00"
2017/11/26,"8,789.04","9,522.93","8,775.59","9,330.55","5,475,580,000.00","146,789,000,000.00"
2017/11/25,"8,241.71","8,790.92","8,191.15","8,790.92","4,342,060,000.00","137,632,000,000.00"
2017/11/24,"8,074.02","8,374.16","7,940.93","8,253.69","5,058,610,000.00","134,816,000,000.00"
2017/11/23,"8,232.38","8,267.40","8,038.77","8,038.77","4,225,180,000.00","137,444,000,000.00"
2017/11/22,"8,077.95","8,302.26","8,075.47","8,253.55","3,633,530,000.00","134,851,000,000.00"
2017/11/21,"8,205.74","8,348.66","7,762.71","8,071.26","4,277,610,000.00","136,967,000,000.00"
2017/11/20,"8,039.07","8,336.86","7,949.36","8,200.64","3,488,450,000.00","134,167,000,000.00"
2017/11/19,"7,766.03","8,101.91","7,694.10","8,036.49","3,149,320,000.00","129,595,000,000.00"
2017/11/18,"7,697.21","7,884.99","7,463.44","7,790.15","3,667,190,000.00","128,425,000,000.00"
2017/11/17,"7,853.57","8,004.59","7,561.09","7,708.99","4,651,670,000.00","131,026,000,000.00"
2017/11/16,"7,323.24","7,967.38","7,176.58","7,871.69","5,123,810,000.00","122,164,000,000.00"
2017/11/15,"6,634.76","7,342.25","6,634.76","7,315.54","4,200,880,000.00","110,667,000,000.00"
2017/11/14,"6,561.48","6,764.98","6,461.75","6,635.75","3,197,110,000.00","109,434,000,000.00"
2017/11/13,"5,938.25","6,811.19","5,844.29","6,559.49","6,263,250,000.00","99,029,000,000.00"
2017/11/12,"6,295.45","6,625.05","5,519.01","5,950.07","8,957,350,000.00","104,980,000,000.00"
2017/11/11,"6,618.61","6,873.15","6,204.22","6,357.60","4,908,680,000.00","110,362,000,000.00"
2017/11/10,"7,173.73","7,312.00","6,436.87","6,618.14","5,208,250,000.00","119,607,000,000.00"
2017/11/9,"7,446.83","7,446.83","7,101.52","7,143.58","3,226,250,000.00","124,146,000,000.00"
2017/11/8,"7,141.38","7,776.42","7,114.02","7,459.69","4,602,200,000.00","119,041,000,000.00"
2017/11/7,"7,023.10","7,253.32","7,023.10","7,144.38","2,326,340,000.00","117,056,000,000.00"
2017/11/6,"7,403.22","7,445.77","7,007.31","7,022.76","3,111,900,000.00","123,379,000,000.00"
2017/11/5,"7,404.52","7,617.48","7,333.19","7,407.41","2,380,410,000.00","123,388,000,000.00"
2017/11/4,"7,164.48","7,492.86","7,031.28","7,379.95","2,483,800,000.00","119,376,000,000.00"
2017/11/3,"7,087.53","7,461.29","7,002.94","7,207.76","3,369,860,000.00","118,084,000,000.00"
2017/11/2,"6,777.77","7,367.33","6,758.72","7,078.50","4,653,770,000.00","112,910,000,000.00"
2017/11/1,"6,440.97","6,767.31","6,377.88","6,767.31","2,870,320,000.00","107,287,000,000.00"
2017/10/31,"6,132.02","6,470.43","6,103.33","6,468.40","2,311,380,000.00","102,130,000,000.00"
2017/10/30,"6,114.85","6,214.99","6,040.85","6,130.53","1,772,150,000.00","101,833,000,000.00"
2017/10/29,"5,754.44","6,255.71","5,724.58","6,153.85","2,859,040,000.00","95,819,800,000.00"
2017/10/28,"5,787.82","5,876.72","5,689.19","5,753.09","1,403,920,000.00","96,369,600,000.00"
2017/10/27,"5,899.74","5,988.39","5,728.82","5,780.90","1,710,130,000.00","98,225,400,000.00"
2017/10/26,"5,747.95","5,976.80","5,721.22","5,904.83","1,905,040,000.00","95,685,100,000.00"
2017/10/25,"5,524.60","5,754.33","5,397.88","5,750.80","1,966,990,000.00","91,954,200,000.00"
2017/10/24,"5,935.52","5,935.52","5,504.18","5,526.64","2,735,700,000.00","98,781,600,000.00"
2017/10/23,"6,006.00","6,075.59","5,732.47","5,930.32","2,401,840,000.00","99,941,600,000.00"
2017/10/22,"6,036.66","6,076.26","5,792.34","6,008.42","2,034,630,000.00","100,438,000,000.00"
2017/10/21,"5,996.79","6,194.88","5,965.07","6,031.60","2,207,100,000.00","99,763,200,000.00"
2017/10/20,"5,708.11","6,060.11","5,627.23","6,011.45","2,354,430,000.00","94,947,900,000.00"
2017/10/19,"5,583.74","5,744.35","5,531.06","5,708.52","1,780,540,000.00","92,867,000,000.00"
2017/10/18,"5,603.82","5,603.82","5,151.44","5,590.69","2,399,270,000.00","93,190,200,000.00"
2017/10/17,"5,741.58","5,800.35","5,472.72","5,605.51","1,821,570,000.00","95,469,300,000.00"
2017/10/16,"5,687.57","5,776.23","5,544.21","5,725.59","2,008,070,000.00","94,559,000,000.00"
2017/10/15,"5,835.96","5,852.48","5,478.61","5,678.19","1,976,040,000.00","97,011,900,000.00"
2017/10/14,"5,643.53","5,837.70","5,591.64","5,831.79","1,669,030,000.00","93,803,000,000.00"
2017/10/13,"5,464.16","5,840.30","5,436.85","5,647.21","3,615,480,000.00","90,812,400,000.00"
2017/10/12,"4,829.58","5,446.91","4,822.00","5,446.91","2,791,610,000.00","80,256,700,000.00"
2017/10/11,"4,789.25","4,873.73","4,751.63","4,826.48","1,222,280,000.00","79,578,200,000.00"
2017/10/10,"4,776.21","4,922.17","4,765.10","4,781.99","1,597,140,000.00","79,351,800,000.00"
2017/10/9,"4,614.52","4,878.71","4,564.25","4,772.02","1,968,740,000.00","76,656,500,000.00"
2017/10/8,"4,429.67","4,624.14","4,405.64","4,610.48","1,313,870,000.00","73,575,400,000.00"
2017/10/7,"4,369.35","4,443.88","4,321.05","4,426.89","906,928,000.00","72,565,100,000.00"
2017/10/6,"4,324.46","4,413.27","4,320.53","4,370.81","1,069,940,000.00","71,810,600,000.00"
2017/10/5,"4,229.88","4,362.64","4,164.05","4,328.41","1,161,770,000.00","70,233,700,000.00"
2017/10/4,"4,319.37","4,352.31","4,210.42","4,229.36","1,116,770,000.00","71,712,500,000.00"
2017/10/3,"4,408.46","4,432.47","4,258.89","4,317.48","1,288,020,000.00","73,181,300,000.00"
2017/10/2,"4,395.81","4,470.23","4,377.46","4,409.32","1,431,730,000.00","72,963,200,000.00"
2017/10/1,"4,341.05","4,403.74","4,269.81","4,403.74","1,208,210,000.00","72,047,300,000.00"
2017/9/30,"4,166.11","4,358.43","4,160.86","4,338.71","1,207,450,000.00","69,136,600,000.00"
2017/9/29,"4,171.62","4,214.63","4,039.29","4,163.07","1,367,050,000.00","69,219,200,000.00"
2017/9/28,"4,197.13","4,279.31","4,109.70","4,174.73","1,712,320,000.00","69,633,200,000.00"
2017/9/27,"3,892.94","4,210.05","3,884.82","4,200.67","1,686,880,000.00","64,579,200,000.00"
2017/9/26,"3,928.41","3,969.89","3,869.90","3,892.35","1,043,740,000.00","65,161,000,000.00"
2017/9/25,"3,681.58","3,950.25","3,681.58","3,926.07","1,374,210,000.00","61,061,100,000.00"
2017/9/24,"3,796.15","3,796.15","3,666.90","3,682.84","768,015,000.00","62,954,300,000.00"
2017/9/23,"3,629.92","3,819.21","3,594.58","3,792.40","928,114,000.00","60,190,000,000.00"
2017/9/22,"3,628.02","3,758.27","3,553.53","3,630.70","1,194,830,000.00","60,152,300,000.00"
2017/9/21,"3,901.47","3,916.42","3,613.63","3,631.04","1,411,480,000.00","64,677,600,000.00"
2017/9/20,"3,916.36","4,031.39","3,857.73","3,905.95","1,213,830,000.00","64,918,500,000.00"
2017/9/19,"4,073.79","4,094.07","3,868.87","3,924.97","1,563,980,000.00","67,520,300,000.00"
2017/9/18,"3,591.09","4,079.23","3,591.09","4,065.20","1,943,210,000.00","59,514,100,000.00"
2017/9/17,"3,606.28","3,664.81","3,445.64","3,582.88","1,239,150,000.00","59,757,800,000.00"
2017/9/16,"3,637.75","3,808.84","3,487.79","3,625.04","1,818,400,000.00","60,271,600,000.00"
2017/9/15,"3,166.30","3,733.45","2,946.62","3,637.52","4,148,070,000.00","52,453,500,000.00"
2017/9/14,"3,875.37","3,920.60","3,153.86","3,154.95","2,716,310,000.00","64,191,600,000.00"
2017/9/13,"4,131.98","4,131.98","3,789.92","3,882.59","2,219,410,000.00","68,432,200,000.00"
2017/9/12,"4,168.88","4,344.65","4,085.22","4,130.81","1,864,530,000.00","69,033,400,000.00"
2017/9/11,"4,122.47","4,261.67","4,099.40","4,161.27","1,557,330,000.00","68,256,000,000.00"
2017/9/10,"4,229.34","4,245.44","3,951.04","4,122.94","1,679,090,000.00","70,018,100,000.00"
2017/9/9,"4,229.81","4,308.82","4,114.11","4,226.06","1,386,230,000.00","70,017,200,000.00"
2017/9/8,"4,605.16","4,661.00","4,075.18","4,228.75","2,700,890,000.00","76,220,200,000.00"
2017/9/7,"4,589.14","4,655.04","4,491.33","4,599.88","1,844,620,000.00","75,945,000,000.00"
2017/9/6,"4,376.59","4,617.25","4,376.59","4,597.12","2,172,100,000.00","72,418,700,000.00"
2017/9/5,"4,228.29","4,427.84","3,998.11","4,376.53","2,697,970,000.00","69,954,400,000.00"
2017/9/4,"4,591.63","4,591.63","4,108.40","4,236.31","2,987,330,000.00","75,955,500,000.00"
2017/9/3,"4,585.27","4,714.08","4,417.59","4,582.96","1,933,190,000.00","75,841,700,000.00"
2017/9/2,"4,901.42","4,975.04","4,469.24","4,578.77","2,722,140,000.00","81,060,600,000.00"
2017/9/1,"4,701.76","4,892.01","4,678.53","4,892.01","2,599,080,000.00","77,748,400,000.00"
2017/8/31,"4,555.59","4,736.05","4,549.40","4,703.39","1,944,930,000.00","75,322,300,000.00"
2017/8/30,"4,570.36","4,626.52","4,471.41","4,565.30","1,937,850,000.00","75,556,600,000.00"
2017/8/29,"4,389.21","4,625.68","4,352.13","4,579.02","2,486,080,000.00","72,553,800,000.00"
2017/8/28,"4,384.45","4,403.93","4,224.64","4,382.66","1,959,330,000.00","72,467,900,000.00"
2017/8/27,"4,345.10","4,416.59","4,317.29","4,382.88","1,537,460,000.00","71,809,200,000.00"
2017/8/26,"4,372.06","4,379.28","4,269.52","4,352.40","1,511,610,000.00","72,249,100,000.00"
2017/8/25,"4,332.82","4,455.70","4,307.35","4,371.60","1,727,970,000.00","71,595,100,000.00"
2017/8/24,"4,137.60","4,376.39","4,130.26","4,334.68","2,037,750,000.00","68,363,900,000.00"
2017/8/23,"4,089.01","4,255.78","4,078.41","4,151.52","2,369,820,000.00","67,553,000,000.00"
2017/8/22,"3,998.35","4,128.76","3,674.58","4,100.52","3,764,240,000.00","66,051,000,000.00"
2017/8/21,"4,090.48","4,109.14","3,988.60","4,001.74","2,800,890,000.00","67,567,100,000.00"
2017/8/20,"4,189.31","4,196.29","4,069.88","4,087.66","2,109,770,000.00","69,192,700,000.00"
2017/8/19,"4,137.75","4,243.26","3,970.55","4,193.70","2,975,820,000.00","68,333,100,000.00"
2017/8/18,"4,324.34","4,370.13","4,015.40","4,160.62","2,941,710,000.00","71,406,500,000.00"
2017/8/17,"4,384.44","4,484.70","4,243.71","4,331.69","2,553,360,000.00","72,389,100,000.00"
2017/8/16,"4,200.34","4,381.23","3,994.42","4,376.63","2,272,040,000.00","69,342,700,000.00"
2017/8/15,"4,326.99","4,455.97","3,906.18","4,181.93","3,258,050,000.00","71,425,500,000.00"
2017/8/14,"4,066.10","4,325.13","3,989.16","4,325.13","2,463,090,000.00","67,112,300,000.00"
2017/8/13,"3,880.04","4,208.39","3,857.80","4,073.26","3,159,090,000.00","64,034,100,000.00"
2017/8/12,"3,650.63","3,949.92","3,613.70","3,884.71","2,219,590,000.00","60,242,100,000.00"
2017/8/11,"3,373.82","3,679.72","3,372.12","3,650.62","2,021,190,000.00","55,668,000,000.00"
2017/8/10,"3,341.84","3,453.45","3,319.47","3,381.28","1,515,110,000.00","55,134,700,000.00"
2017/8/9,"3,420.40","3,422.76","3,247.67","3,342.47","1,468,960,000.00","56,424,900,000.00"
2017/8/8,"3,370.22","3,484.85","3,345.83","3,419.94","1,752,760,000.00","55,590,300,000.00"
2017/8/7,"3,212.78","3,397.68","3,180.89","3,378.94","1,482,280,000.00","52,987,300,000.00"
2017/8/6,"3,257.61","3,293.29","3,155.60","3,213.94","1,105,030,000.00","53,720,900,000.00"
2017/8/5,"2,897.63","3,290.01","2,874.83","3,252.91","1,945,700,000.00","47,778,200,000.00"
2017/8/4,"2,806.93","2,899.33","2,743.72","2,895.89","1,002,120,000.00","46,276,200,000.00"
2017/8/3,"2,709.56","2,813.31","2,685.14","2,804.73","804,797,000.00","44,666,400,000.00"
2017/8/2,"2,727.13","2,762.53","2,668.59","2,710.67","1,094,950,000.00","44,950,800,000.00"
2017/8/1,"2,871.30","2,921.35","2,685.61","2,718.26","1,324,670,000.00","47,321,800,000.00"
2017/7/31,"2,763.24","2,889.62","2,720.61","2,875.34","860,575,000.00","45,535,800,000.00"
2017/7/30,"2,724.39","2,758.53","2,644.85","2,757.18","705,943,000.00","44,890,700,000.00"
2017/7/29,"2,807.02","2,808.76","2,692.80","2,726.45","803,746,000.00","46,246,700,000.00"
2017/7/28,"2,679.73","2,897.45","2,679.73","2,809.01","1,380,100,000.00","44,144,400,000.00"
2017/7/27,"2,538.71","2,693.32","2,529.34","2,671.78","789,104,000.00","41,816,500,000.00"
2017/7/26,"2,577.77","2,610.76","2,450.80","2,529.45","937,404,000.00","42,455,000,000.00"
2017/7/25,"2,757.50","2,768.08","2,480.96","2,576.48","1,460,090,000.00","45,410,100,000.00"
2017/7/24,"2,732.70","2,777.26","2,699.19","2,754.86","866,474,000.00","44,995,600,000.00"
2017/7/23,"2,808.10","2,832.18","2,653.94","2,730.40","1,072,840,000.00","46,231,100,000.00"
2017/7/22,"2,668.63","2,862.42","2,657.71","2,810.12","1,177,130,000.00","43,929,600,000.00"
2017/7/21,"2,838.41","2,838.41","2,621.85","2,667.76","1,489,450,000.00","46,719,000,000.00"
2017/7/20,"2,269.89","2,900.70","2,269.89","2,817.60","2,249,260,000.00","37,356,800,000.00"
2017/7/19,"2,323.08","2,397.17","2,260.23","2,273.43","1,245,100,000.00","38,227,800,000.00"
2017/7/18,"2,233.52","2,387.61","2,164.77","2,318.88","1,512,450,000.00","36,749,400,000.00"
2017/7/17,"1,932.62","2,230.49","1,932.62","2,228.41","1,201,760,000.00","31,795,000,000.00"
2017/7/16,"1,991.98","2,058.77","1,843.03","1,929.82","1,182,870,000.00","32,767,600,000.00"
2017/7/15,"2,230.12","2,231.14","1,990.41","1,998.86","993,608,000.00","36,681,300,000.00"
2017/7/14,"2,360.59","2,363.25","2,183.22","2,233.34","882,503,000.00","38,823,100,000.00"
2017/7/13,"2,402.70","2,425.22","2,340.83","2,357.90","835,770,000.00","39,511,000,000.00"
2017/7/12,"2,332.77","2,423.71","2,275.14","2,398.84","1,117,410,000.00","38,355,900,000.00"
2017/7/11,"2,385.89","2,413.47","2,296.81","2,337.79","1,329,760,000.00","39,224,200,000.00"
2017/7/10,"2,525.25","2,537.16","2,321.13","2,372.56","1,111,200,000.00","41,509,000,000.00"
2017/7/9,"2,572.61","2,635.49","2,517.59","2,518.44","527,856,000.00","42,283,200,000.00"
2017/7/8,"2,520.27","2,571.34","2,492.31","2,571.34","733,330,000.00","41,417,700,000.00"
2017/7/7,"2,608.59","2,916.14","2,498.87","2,518.66","917,412,000.00","42,864,200,000.00"
2017/7/6,"2,608.10","2,616.72","2,581.69","2,608.56","761,957,000.00","42,851,400,000.00"
2017/7/5,"2,602.87","2,622.65","2,538.55","2,601.99","941,566,000.00","42,760,800,000.00"
2017/7/4,"2,561.00","2,631.59","2,559.35","2,601.64","985,516,000.00","42,067,900,000.00"
2017/7/3,"2,498.56","2,595.00","2,480.47","2,564.06","964,112,000.00","41,037,200,000.00"
2017/7/2,"2,436.40","2,514.28","2,394.84","2,506.47","803,747,000.00","40,010,500,000.00"
2017/7/1,"2,492.60","2,515.27","2,419.23","2,434.55","779,914,000.00","40,928,200,000.00"
2017/6/30,"2,539.24","2,559.25","2,478.43","2,480.84","860,273,000.00","41,689,100,000.00"
2017/6/29,"2,567.56","2,588.83","2,510.48","2,539.32","949,979,000.00","42,150,300,000.00"
2017/6/28,"2,553.03","2,603.98","2,484.42","2,574.79","1,183,870,000.00","41,906,700,000.00"
2017/6/27,"2,478.45","2,552.45","2,332.99","2,552.45","1,489,790,000.00","40,677,900,000.00"
2017/6/26,"2,590.57","2,615.25","2,376.29","2,478.45","1,663,280,000.00","42,514,000,000.00"
2017/6/25,"2,607.25","2,682.26","2,552.12","2,589.41","1,161,100,000.00","42,783,800,000.00"
2017/6/24,"2,738.52","2,757.94","2,583.19","2,608.72","982,750,000.00","44,932,900,000.00"
2017/6/23,"2,707.34","2,765.17","2,706.37","2,744.91","961,319,000.00","44,415,900,000.00"
2017/6/22,"2,691.03","2,723.74","2,642.36","2,705.41","1,097,940,000.00","44,143,700,000.00"
2017/6/21,"2,709.43","2,772.01","2,660.40","2,689.10","1,626,580,000.00","44,440,800,000.00"
2017/6/20,"2,591.26","2,763.45","2,589.82","2,721.79","1,854,190,000.00","42,498,000,000.00"
2017/6/19,"2,549.03","2,662.85","2,549.03","2,589.60","1,446,840,000.00","41,800,600,000.00"
2017/6/18,"2,655.35","2,662.10","2,516.33","2,548.29","1,178,660,000.00","43,539,300,000.00"
2017/6/17,"2,514.01","2,685.19","2,484.96","2,655.88","1,534,510,000.00","41,217,200,000.00"
2017/6/16,"2,469.57","2,539.92","2,385.15","2,518.56","1,195,190,000.00","40,484,100,000.00"
2017/6/15,"2,499.58","2,534.71","2,212.96","2,464.58","2,026,260,000.00","40,971,300,000.00"
2017/6/14,"2,716.88","2,786.83","2,412.94","2,506.37","1,696,560,000.00","44,528,300,000.00"
2017/6/13,"2,680.91","2,789.04","2,650.38","2,717.02","1,781,200,000.00","43,934,100,000.00"
2017/6/12,"2,953.22","2,997.26","2,518.56","2,659.63","2,569,530,000.00","48,391,200,000.00"
2017/6/11,"2,942.41","2,996.60","2,840.53","2,958.11","1,752,400,000.00","48,208,700,000.00"
2017/6/10,"2,828.14","2,950.99","2,746.55","2,947.71","2,018,890,000.00","46,331,400,000.00"
2017/6/9,"2,807.44","2,901.71","2,795.62","2,823.81","1,348,950,000.00","45,987,100,000.00"
2017/6/8,"2,720.49","2,815.30","2,670.95","2,805.62","1,281,170,000.00","44,557,100,000.00"
2017/6/7,"2,869.38","2,869.38","2,700.56","2,732.16","1,517,710,000.00","46,989,800,000.00"
2017/6/6,"2,690.84","2,999.91","2,690.84","2,863.20","2,089,610,000.00","44,061,000,000.00"
2017/6/5,"2,512.40","2,686.81","2,510.22","2,686.81","1,369,310,000.00","41,133,900,000.00"
2017/6/4,"2,547.79","2,585.89","2,452.54","2,511.81","1,355,120,000.00","41,708,200,000.00"
2017/6/3,"2,493.72","2,581.91","2,423.57","2,515.35","1,514,950,000.00","40,817,100,000.00"
2017/6/2,"2,404.03","2,488.55","2,373.32","2,488.55","1,317,030,000.00","39,344,600,000.00"
2017/6/1,"2,288.33","2,448.39","2,288.33","2,407.88","1,653,180,000.00","37,446,200,000.00"
2017/5/31,"2,187.19","2,311.08","2,145.57","2,286.41","1,544,830,000.00","35,786,700,000.00"
2017/5/30,"2,255.36","2,301.96","2,124.57","2,175.47","1,443,970,000.00","36,897,000,000.00"
2017/5/29,"2,159.43","2,307.05","2,107.17","2,255.61","994,625,000.00","35,323,500,000.00"
2017/5/28,"2,054.08","2,267.34","2,054.08","2,155.80","1,147,140,000.00","33,595,900,000.00"
2017/5/27,"2,196.27","2,260.20","1,855.83","2,038.87","1,700,480,000.00","35,917,100,000.00"
2017/5/26,"2,320.89","2,573.79","2,071.99","2,202.42","1,763,480,000.00","37,950,600,000.00"
2017/5/25,"2,446.24","2,763.71","2,285.30","2,304.98","2,406,700,000.00","39,995,400,000.00"
2017/5/24,"2,321.37","2,523.72","2,321.37","2,443.64","1,725,380,000.00","37,949,200,000.00"
2017/5/23,"2,191.56","2,320.82","2,178.50","2,320.42","1,378,750,000.00","35,822,600,000.00"
2017/5/22,"2,043.19","2,303.90","2,017.87","2,173.40","1,942,220,000.00","33,393,600,000.00"
2017/5/21,"2,067.03","2,119.08","2,037.50","2,041.20","1,147,860,000.00","33,779,400,000.00"
2017/5/20,"1,984.24","2,084.73","1,974.92","2,084.73","961,336,000.00","32,422,400,000.00"
2017/5/19,"1,897.37","2,004.52","1,890.25","1,987.71","1,157,290,000.00","30,999,000,000.00"
2017/5/18,"1,818.70","1,904.48","1,807.12","1,888.65","894,321,000.00","29,710,500,000.00"
2017/5/17,"1,726.73","1,864.05","1,661.91","1,839.09","1,064,730,000.00","28,204,800,000.00"
2017/5/16,"1,741.70","1,785.94","1,686.54","1,734.45","959,045,000.00","28,446,300,000.00"
2017/5/15,"1,808.44","1,812.80","1,708.54","1,738.43","731,529,000.00","29,532,600,000.00"
2017/5/14,"1,800.86","1,831.42","1,776.62","1,808.91","437,196,000.00","29,405,100,000.00"
2017/5/13,"1,723.12","1,812.99","1,651.08","1,804.91","579,635,000.00","28,132,300,000.00"
2017/5/12,"1,845.76","1,856.15","1,694.01","1,724.24","740,984,000.00","30,131,100,000.00"
2017/5/11,"1,780.37","1,873.93","1,755.35","1,848.57","799,490,000.00","29,060,600,000.00"
2017/5/10,"1,756.52","1,788.44","1,719.10","1,787.13","915,723,000.00","28,668,100,000.00"
2017/5/9,"1,723.89","1,833.49","1,716.30","1,755.36","1,167,920,000.00","28,132,200,000.00"
2017/5/8,"1,596.92","1,723.35","1,596.92","1,723.35","1,340,320,000.00","26,056,500,000.00"
2017/5/7,"1,579.47","1,596.72","1,559.76","1,596.71","1,080,030,000.00","25,768,500,000.00"
2017/5/6,"1,556.81","1,578.80","1,542.50","1,578.80","582,530,000.00","25,395,600,000.00"
2017/5/5,"1,540.87","1,618.03","1,530.31","1,555.45","946,036,000.00","25,133,100,000.00"
2017/5/4,"1,490.72","1,608.91","1,490.72","1,537.67","933,549,000.00","24,311,900,000.00"
2017/5/3,"1,453.78","1,492.77","1,447.49","1,490.09","583,796,000.00","23,707,100,000.00"
2017/5/2,"1,421.03","1,473.90","1,415.69","1,452.82","477,338,000.00","23,170,200,000.00"
2017/5/1,"1,348.30","1,434.32","1,348.30","1,421.60","713,624,000.00","21,981,800,000.00"
2017/4/30,"1,321.87","1,347.91","1,314.92","1,347.89","413,115,000.00","21,548,400,000.00"
2017/4/29,"1,317.84","1,327.20","1,315.21","1,321.79","422,706,000.00","21,479,800,000.00"
2017/4/28,"1,317.74","1,331.28","1,292.37","1,316.48","527,489,000.00","21,476,000,000.00"
2017/4/27,"1,281.88","1,319.70","1,281.30","1,317.73","449,197,000.00","20,889,200,000.00"
2017/4/26,"1,265.99","1,294.83","1,265.93","1,281.08","329,631,000.00","20,627,900,000.00"
2017/4/25,"1,250.45","1,267.58","1,249.97","1,265.49","242,556,000.00","20,372,300,000.00"
2017/4/24,"1,209.63","1,250.94","1,209.63","1,250.15","235,806,000.00","19,705,400,000.00"
2017/4/23,"1,231.92","1,232.20","1,203.94","1,207.21","258,951,000.00","20,066,200,000.00"
2017/4/22,"1,222.71","1,235.56","1,208.47","1,231.71","249,320,000.00","19,913,900,000.00"
2017/4/21,"1,229.42","1,235.94","1,215.56","1,222.05","272,167,000.00","20,020,700,000.00"
2017/4/20,"1,211.08","1,240.79","1,208.41","1,229.08","315,108,000.00","19,719,900,000.00"
2017/4/19,"1,212.13","1,215.51","1,205.08","1,210.29","288,061,000.00","19,734,800,000.00"
2017/4/18,"1,193.77","1,217.57","1,193.77","1,211.67","270,524,000.00","19,433,800,000.00"
2017/4/17,"1,183.25","1,194.90","1,172.65","1,193.91","253,206,000.00","19,260,500,000.00"
2017/4/16,"1,172.61","1,187.22","1,172.61","1,182.94","183,231,000.00","19,085,100,000.00"
2017/4/15,"1,167.30","1,188.00","1,164.96","1,172.52","203,559,000.00","18,996,500,000.00"
2017/4/14,"1,170.33","1,190.80","1,159.79","1,167.54","254,827,000.00","19,043,800,000.00"
2017/4/13,"1,201.02","1,205.89","1,156.44","1,169.28","351,969,000.00","19,541,300,000.00"
2017/4/12,"1,204.81","1,207.14","1,196.76","1,200.37","288,702,000.00","19,600,800,000.00"
2017/4/11,"1,187.46","1,208.07","1,187.46","1,205.01","216,182,000.00","19,316,000,000.00"
2017/4/10,"1,187.30","1,190.34","1,179.04","1,187.13","215,883,000.00","19,311,200,000.00"
2017/4/9,"1,176.57","1,197.21","1,171.86","1,187.87","242,343,000.00","19,134,400,000.00"
2017/4/8,"1,172.65","1,184.98","1,162.58","1,175.95","209,312,000.00","19,068,600,000.00"
2017/4/7,"1,178.94","1,186.58","1,163.39","1,176.90","317,022,000.00","19,168,500,000.00"
2017/4/6,"1,125.81","1,188.37","1,125.81","1,182.68","511,222,000.00","18,302,600,000.00"
2017/4/5,"1,134.14","1,135.09","1,113.63","1,124.78","414,784,000.00","18,435,700,000.00"
2017/4/4,"1,145.52","1,156.44","1,120.52","1,133.25","436,310,000.00","18,619,000,000.00"
2017/4/3,"1,102.95","1,151.74","1,102.95","1,143.81","580,444,000.00","17,924,600,000.00"
2017/4/2,"1,080.61","1,107.59","1,075.45","1,102.17","514,187,000.00","17,559,400,000.00"
2017/4/1,"1,071.71","1,091.72","1,061.09","1,080.50","289,634,000.00","17,413,000,000.00"
2017/3/31,"1,026.64","1,074.92","1,026.64","1,071.79","447,287,000.00","16,679,000,000.00"
2017/3/30,"1,042.21","1,049.29","1,020.04","1,026.43","352,969,000.00","16,929,800,000.00"
2017/3/29,"1,046.08","1,055.13","1,015.88","1,039.97","298,458,000.00","16,990,900,000.00"
2017/3/28,"1,044.58","1,064.65","1,027.73","1,047.15","326,332,000.00","16,964,500,000.00"
2017/3/27,972.06,"1,046.40",971.98,"1,045.77","372,535,000.00","15,785,000,000.00"
2017/3/26,974.02,"1,007.96",954.19,966.73,"303,668,000.00","15,814,800,000.00"
2017/3/25,936.54,975.76,903.71,972.78,"435,803,000.00","15,204,800,000.00"
2017/3/24,"1,038.45","1,040.47",934.36,937.52,"491,038,000.00","16,857,000,000.00"
2017/3/23,"1,050.05","1,058.01","1,028.93","1,038.59","248,540,000.00","17,043,400,000.00"
2017/3/22,"1,120.65","1,120.65","1,014.21","1,049.14","380,841,000.00","18,187,100,000.00"
2017/3/21,"1,055.36","1,122.43","1,055.36","1,120.54","337,391,000.00","17,125,600,000.00"
2017/3/20,"1,037.24","1,063.03","1,036.68","1,054.23","286,530,000.00","16,829,800,000.00"
2017/3/19,976.73,"1,069.91",976.73,"1,036.74","406,648,000.00","15,846,000,000.00"
2017/3/18,"1,099.69","1,114.07",957.66,973.82,"621,302,000.00","17,838,700,000.00"
2017/3/17,"1,180.16","1,180.16","1,099.57","1,100.23","706,599,000.00","19,141,800,000.00"
2017/3/16,"1,251.33","1,257.98","1,152.44","1,187.81","638,568,000.00","20,293,700,000.00"
2017/3/15,"1,240.16","1,251.61","1,239.75","1,249.61","297,805,000.00","20,110,400,000.00"
